"entidad","nom_abr","cve_ent","municipio","cve_mun"
"Hidalgo","Hgo.",13,"Huejutla de Reyes","13_28"
"Hidalgo","Hgo.",13,"Huichapan","13_29"
"Hidalgo","Hgo.",13,"Ixmiquilpan","13_30"
"Hidalgo","Hgo.",13,"Jacala de Ledezma","13_31"
"Hidalgo","Hgo.",13,"Jaltocán","13_32"
"Hidalgo","Hgo.",13,"Juárez Hidalgo","13_33"
"Hidalgo","Hgo.",13,"Lolotla","13_34"
"Hidalgo","Hgo.",13,"Metepec","13_35"
"Hidalgo","Hgo.",13,"San Agustín Metzquititlán","13_36"
"Hidalgo","Hgo.",13,"Metztitlán","13_37"
"Hidalgo","Hgo.",13,"Mineral del Chico","13_38"
"Hidalgo","Hgo.",13,"Mineral del Monte","13_39"
"Hidalgo","Hgo.",13,"La Misión","13_40"
"Hidalgo","Hgo.",13,"Mixquiahuala de Juárez","13_41"
"Hidalgo","Hgo.",13,"Molango de Escamilla","13_42"
"Hidalgo","Hgo.",13,"Nicolás Flores","13_43"
"Hidalgo","Hgo.",13,"Nopala de Villagrán","13_44"
"Hidalgo","Hgo.",13,"Omitlán de Juárez","13_45"
"Hidalgo","Hgo.",13,"San Felipe Orizatlán","13_46"
"Hidalgo","Hgo.",13,"Pacula","13_47"
"Hidalgo","Hgo.",13,"Pachuca de Soto","13_48"
"Hidalgo","Hgo.",13,"Pisaflores","13_49"
"Hidalgo","Hgo.",13,"Progreso de Obregón","13_50"
"Hidalgo","Hgo.",13,"Mineral de la Reforma","13_51"
"Hidalgo","Hgo.",13,"San Agustín Tlaxiaca","13_52"
"Hidalgo","Hgo.",13,"San Bartolo Tutotepec","13_53"
"Hidalgo","Hgo.",13,"San Salvador","13_54"
"Hidalgo","Hgo.",13,"Santiago de Anaya","13_55"
"Hidalgo","Hgo.",13,"Santiago Tulantepec de Lugo Guerrero","13_56"
"Hidalgo","Hgo.",13,"Singuilucan","13_57"
"Hidalgo","Hgo.",13,"Tasquillo","13_58"
"Hidalgo","Hgo.",13,"Tecozautla","13_59"
"Hidalgo","Hgo.",13,"Tenango de Doria","13_60"
"Hidalgo","Hgo.",13,"Tepeapulco","13_61"
"Hidalgo","Hgo.",13,"Tepehuacán de Guerrero","13_62"
"Hidalgo","Hgo.",13,"Tepeji del Río de Ocampo","13_63"
"Hidalgo","Hgo.",13,"Tepetitlán","13_64"
"Hidalgo","Hgo.",13,"Tetepango","13_65"
"Hidalgo","Hgo.",13,"Villa de Tezontepec","13_66"
"Hidalgo","Hgo.",13,"Tezontepec de Aldama","13_67"
"Hidalgo","Hgo.",13,"Tianguistengo","13_68"
"Hidalgo","Hgo.",13,"Tizayuca","13_69"
"Hidalgo","Hgo.",13,"Tlahuelilpan","13_70"
"Hidalgo","Hgo.",13,"Tlahuiltepa","13_71"
"Hidalgo","Hgo.",13,"Tlanalapa","13_72"
"Hidalgo","Hgo.",13,"Tlanchinol","13_73"
"Hidalgo","Hgo.",13,"Tlaxcoapan","13_74"
"Hidalgo","Hgo.",13,"Tolcayuca","13_75"
"Hidalgo","Hgo.",13,"Tula de Allende","13_76"
"Hidalgo","Hgo.",13,"Tulancingo de Bravo","13_77"
"Hidalgo","Hgo.",13,"Xochiatipan","13_78"
"Hidalgo","Hgo.",13,"Xochicoatlán","13_79"
"Hidalgo","Hgo.",13,"Yahualica","13_80"
"Hidalgo","Hgo.",13,"Zacualtipán de Ángeles","13_81"
"Hidalgo","Hgo.",13,"Zapotlán de Juárez","13_82"
"Hidalgo","Hgo.",13,"Zempoala","13_83"
"Hidalgo","Hgo.",13,"Zimapán","13_84"
"Jalisco","Jal.",14,"Acatic","14_1"
"Jalisco","Jal.",14,"Acatlán de Juárez","14_2"
"Jalisco","Jal.",14,"Ahualulco de Mercado","14_3"
"Jalisco","Jal.",14,"Amacueca","14_4"
"Jalisco","Jal.",14,"Amatitán","14_5"
"Jalisco","Jal.",14,"Ameca","14_6"
"Jalisco","Jal.",14,"San Juanito de Escobedo","14_7"
"Jalisco","Jal.",14,"Arandas","14_8"
"Jalisco","Jal.",14,"El Arenal","14_9"
"Jalisco","Jal.",14,"Atemajac de Brizuela","14_10"
"Jalisco","Jal.",14,"Atengo","14_11"
"Jalisco","Jal.",14,"Atenguillo","14_12"
"Jalisco","Jal.",14,"Atotonilco el Alto","14_13"
"Jalisco","Jal.",14,"Atoyac","14_14"
"Jalisco","Jal.",14,"Autlán de Navarro","14_15"
"Jalisco","Jal.",14,"Ayotlán","14_16"
"Jalisco","Jal.",14,"Ayutla","14_17"
"Jalisco","Jal.",14,"La Barca","14_18"
"Jalisco","Jal.",14,"Bolaños","14_19"
"Jalisco","Jal.",14,"Cabo Corrientes","14_20"
"Jalisco","Jal.",14,"Casimiro Castillo","14_21"
"Jalisco","Jal.",14,"Cihuatlán","14_22"
"Jalisco","Jal.",14,"Zapotlán el Grande","14_23"
"Jalisco","Jal.",14,"Cocula","14_24"
"Jalisco","Jal.",14,"Colotlán","14_25"
"Jalisco","Jal.",14,"Concepción de Buenos Aires","14_26"
"Jalisco","Jal.",14,"Cuautitlán de García Barragán","14_27"
"Jalisco","Jal.",14,"Cuautla","14_28"
"Jalisco","Jal.",14,"Cuquío","14_29"
"Jalisco","Jal.",14,"Chapala","14_30"
"Jalisco","Jal.",14,"Chimaltitán","14_31"
"Jalisco","Jal.",14,"Chiquilistlán","14_32"
"Jalisco","Jal.",14,"Degollado","14_33"
"Jalisco","Jal.",14,"Ejutla","14_34"
"Jalisco","Jal.",14,"Encarnación de Díaz","14_35"
"Jalisco","Jal.",14,"Etzatlán","14_36"
"Jalisco","Jal.",14,"El Grullo","14_37"
"Jalisco","Jal.",14,"Guachinango","14_38"
"Jalisco","Jal.",14,"Guadalajara","14_39"
"Jalisco","Jal.",14,"Hostotipaquillo","14_40"
"Jalisco","Jal.",14,"Huejúcar","14_41"
"Jalisco","Jal.",14,"Huejuquilla el Alto","14_42"
"Jalisco","Jal.",14,"La Huerta","14_43"
"Jalisco","Jal.",14,"Ixtlahuacán de los Membrillos","14_44"
"Jalisco","Jal.",14,"Ixtlahuacán del Río","14_45"
"Jalisco","Jal.",14,"Jalostotitlán","14_46"
"Jalisco","Jal.",14,"Jamay","14_47"
"Jalisco","Jal.",14,"Jesús María","14_48"
"Jalisco","Jal.",14,"Jilotlán de los Dolores","14_49"
"Jalisco","Jal.",14,"Jocotepec","14_50"
"Jalisco","Jal.",14,"Juanacatlán","14_51"
"Jalisco","Jal.",14,"Juchitlán","14_52"
"Jalisco","Jal.",14,"Lagos de Moreno","14_53"
"Jalisco","Jal.",14,"El Limón","14_54"
"Jalisco","Jal.",14,"Magdalena","14_55"
"Jalisco","Jal.",14,"Santa María del Oro","14_56"
"Jalisco","Jal.",14,"La Manzanilla de la Paz","14_57"
"Jalisco","Jal.",14,"Mascota","14_58"
"Jalisco","Jal.",14,"Mazamitla","14_59"
"Jalisco","Jal.",14,"Mexticacán","14_60"
"Jalisco","Jal.",14,"Mezquitic","14_61"
"Jalisco","Jal.",14,"Mixtlán","14_62"
"Jalisco","Jal.",14,"Ocotlán","14_63"
"Jalisco","Jal.",14,"Ojuelos de Jalisco","14_64"
"Jalisco","Jal.",14,"Pihuamo","14_65"
"Jalisco","Jal.",14,"Poncitlán","14_66"
"Jalisco","Jal.",14,"Puerto Vallarta","14_67"
"Jalisco","Jal.",14,"Villa Purificación","14_68"
"Jalisco","Jal.",14,"Quitupan","14_69"
"Jalisco","Jal.",14,"El Salto","14_70"
"Jalisco","Jal.",14,"San Cristóbal de la Barranca","14_71"
"Jalisco","Jal.",14,"San Diego de Alejandría","14_72"
"Jalisco","Jal.",14,"San Juan de los Lagos","14_73"
"Jalisco","Jal.",14,"San Julián","14_74"
"Jalisco","Jal.",14,"San Marcos","14_75"
"Jalisco","Jal.",14,"San Martín de Bolaños","14_76"
"Jalisco","Jal.",14,"San Martín Hidalgo","14_77"
"Jalisco","Jal.",14,"San Miguel el Alto","14_78"
"Jalisco","Jal.",14,"Gómez Farías","14_79"
"Jalisco","Jal.",14,"San Sebastián del Oeste","14_80"
"Jalisco","Jal.",14,"Santa María de los Ángeles","14_81"
"Jalisco","Jal.",14,"Sayula","14_82"
"Jalisco","Jal.",14,"Tala","14_83"
"Jalisco","Jal.",14,"Talpa de Allende","14_84"
"Jalisco","Jal.",14,"Tamazula de Gordiano","14_85"
"Jalisco","Jal.",14,"Tapalpa","14_86"
"Jalisco","Jal.",14,"Tecalitlán","14_87"
"Jalisco","Jal.",14,"Tecolotlán","14_88"
"Jalisco","Jal.",14,"Techaluta de Montenegro","14_89"
"Jalisco","Jal.",14,"Tenamaxtlán","14_90"
"Jalisco","Jal.",14,"Teocaltiche","14_91"
"Jalisco","Jal.",14,"Teocuitatlán de Corona","14_92"
"Jalisco","Jal.",14,"Tepatitlán de Morelos","14_93"
"Jalisco","Jal.",14,"Tequila","14_94"
"Jalisco","Jal.",14,"Teuchitlán","14_95"
"Jalisco","Jal.",14,"Tizapán el Alto","14_96"
"Jalisco","Jal.",14,"Tlajomulco de Zúñiga","14_97"
"Jalisco","Jal.",14,"San Pedro Tlaquepaque","14_98"
"Jalisco","Jal.",14,"Tolimán","14_99"
"Jalisco","Jal.",14,"Tomatlán","14_100"
"Jalisco","Jal.",14,"Tonalá","14_101"
"Jalisco","Jal.",14,"Tonaya","14_102"
"Jalisco","Jal.",14,"Tonila","14_103"
"Jalisco","Jal.",14,"Totatiche","14_104"
"Jalisco","Jal.",14,"Tototlán","14_105"
"Jalisco","Jal.",14,"Tuxcacuesco","14_106"
"Jalisco","Jal.",14,"Tuxcueca","14_107"
"Jalisco","Jal.",14,"Tuxpan","14_108"
"Jalisco","Jal.",14,"Unión de San Antonio","14_109"
"Jalisco","Jal.",14,"Unión de Tula","14_110"
"Jalisco","Jal.",14,"Valle de Guadalupe","14_111"
"Jalisco","Jal.",14,"Valle de Juárez","14_112"
"Jalisco","Jal.",14,"San Gabriel","14_113"
"Jalisco","Jal.",14,"Villa Corona","14_114"
"Jalisco","Jal.",14,"Villa Guerrero","14_115"
"Jalisco","Jal.",14,"Villa Hidalgo","14_116"
"Jalisco","Jal.",14,"Cañadas de Obregón","14_117"
"Jalisco","Jal.",14,"Yahualica de González Gallo","14_118"
"Jalisco","Jal.",14,"Zacoalco de Torres","14_119"
"Jalisco","Jal.",14,"Zapopan","14_120"
"Jalisco","Jal.",14,"Zapotiltic","14_121"
"Jalisco","Jal.",14,"Zapotitlán de Vadillo","14_122"
"Jalisco","Jal.",14,"Zapotlán del Rey","14_123"
"Jalisco","Jal.",14,"Zapotlanejo","14_124"
"Jalisco","Jal.",14,"San Ignacio Cerro Gordo","14_125"
"México","Mex.",15,"Acambay de Ruíz Castañeda","15_1"
"México","Mex.",15,"Acolman","15_2"
"México","Mex.",15,"Aculco","15_3"
"México","Mex.",15,"Almoloya de Alquisiras","15_4"
"México","Mex.",15,"Almoloya de Juárez","15_5"
"México","Mex.",15,"Almoloya del Río","15_6"
"México","Mex.",15,"Amanalco","15_7"
"México","Mex.",15,"Amatepec","15_8"
"México","Mex.",15,"Amecameca","15_9"
"México","Mex.",15,"Apaxco","15_10"
"México","Mex.",15,"Atenco","15_11"
"México","Mex.",15,"Atizapán","15_12"
"México","Mex.",15,"Atizapán de Zaragoza","15_13"
"México","Mex.",15,"Atlacomulco","15_14"
"México","Mex.",15,"Atlautla","15_15"
"México","Mex.",15,"Axapusco","15_16"
"México","Mex.",15,"Ayapango","15_17"
"México","Mex.",15,"Calimaya","15_18"
"México","Mex.",15,"Capulhuac","15_19"
"México","Mex.",15,"Coacalco de Berriozábal","15_20"
"México","Mex.",15,"Coatepec Harinas","15_21"
"México","Mex.",15,"Cocotitlán","15_22"
"México","Mex.",15,"Coyotepec","15_23"
"México","Mex.",15,"Cuautitlán","15_24"
"México","Mex.",15,"Chalco","15_25"
"México","Mex.",15,"Chapa de Mota","15_26"
"México","Mex.",15,"Chapultepec","15_27"
"México","Mex.",15,"Chiautla","15_28"
"México","Mex.",15,"Chicoloapan","15_29"
"México","Mex.",15,"Chiconcuac","15_30"
"México","Mex.",15,"Chimalhuacán","15_31"
"México","Mex.",15,"Donato Guerra","15_32"
"México","Mex.",15,"Ecatepec de Morelos","15_33"
"México","Mex.",15,"Ecatzingo","15_34"
"México","Mex.",15,"Huehuetoca","15_35"
"México","Mex.",15,"Hueypoxtla","15_36"
"México","Mex.",15,"Huixquilucan","15_37"
"México","Mex.",15,"Isidro Fabela","15_38"
"México","Mex.",15,"Ixtapaluca","15_39"
"México","Mex.",15,"Ixtapan de la Sal","15_40"
"México","Mex.",15,"Ixtapan del Oro","15_41"
"México","Mex.",15,"Ixtlahuaca","15_42"
"México","Mex.",15,"Xalatlaco","15_43"
"México","Mex.",15,"Jaltenco","15_44"
"México","Mex.",15,"Jilotepec","15_45"
"México","Mex.",15,"Jilotzingo","15_46"
"México","Mex.",15,"Jiquipilco","15_47"
"México","Mex.",15,"Jocotitlán","15_48"
"México","Mex.",15,"Joquicingo","15_49"
"México","Mex.",15,"Juchitepec","15_50"
"México","Mex.",15,"Lerma","15_51"
"México","Mex.",15,"Malinalco","15_52"
"México","Mex.",15,"Melchor Ocampo","15_53"
"México","Mex.",15,"Metepec","15_54"
"México","Mex.",15,"Mexicaltzingo","15_55"
"México","Mex.",15,"Morelos","15_56"
"México","Mex.",15,"Naucalpan de Juárez","15_57"
"México","Mex.",15,"Nezahualcóyotl","15_58"
"México","Mex.",15,"Nextlalpan","15_59"
"México","Mex.",15,"Nicolás Romero","15_60"
"México","Mex.",15,"Nopaltepec","15_61"
"México","Mex.",15,"Ocoyoacac","15_62"
"México","Mex.",15,"Ocuilan","15_63"
"México","Mex.",15,"El Oro","15_64"
"México","Mex.",15,"Otumba","15_65"
"México","Mex.",15,"Otzoloapan","15_66"
"México","Mex.",15,"Otzolotepec","15_67"
"México","Mex.",15,"Ozumba","15_68"
"México","Mex.",15,"Papalotla","15_69"
"México","Mex.",15,"La Paz","15_70"
"México","Mex.",15,"Polotitlán","15_71"
"México","Mex.",15,"Rayón","15_72"
"México","Mex.",15,"San Antonio la Isla","15_73"
"México","Mex.",15,"San Felipe del Progreso","15_74"
"México","Mex.",15,"San Martín de las Pirámides","15_75"
"México","Mex.",15,"San Mateo Atenco","15_76"
"México","Mex.",15,"San Simón de Guerrero","15_77"
"México","Mex.",15,"Santo Tomás","15_78"
"México","Mex.",15,"Soyaniquilpan de Juárez","15_79"
"México","Mex.",15,"Sultepec","15_80"
"México","Mex.",15,"Tecámac","15_81"
"México","Mex.",15,"Tejupilco","15_82"
"México","Mex.",15,"Temamatla","15_83"
"México","Mex.",15,"Temascalapa","15_84"
"México","Mex.",15,"Temascalcingo","15_85"
"México","Mex.",15,"Temascaltepec","15_86"
"México","Mex.",15,"Temoaya","15_87"
"México","Mex.",15,"Tenancingo","15_88"
"México","Mex.",15,"Tenango del Aire","15_89"
"México","Mex.",15,"Tenango del Valle","15_90"
"México","Mex.",15,"Teoloyucan","15_91"
"México","Mex.",15,"Teotihuacán","15_92"
"México","Mex.",15,"Tepetlaoxtoc","15_93"
"México","Mex.",15,"Tepetlixpa","15_94"
"México","Mex.",15,"Tepotzotlán","15_95"
"México","Mex.",15,"Tequixquiac","15_96"
"México","Mex.",15,"Texcaltitlán","15_97"
"México","Mex.",15,"Texcalyacac","15_98"
"México","Mex.",15,"Texcoco","15_99"
"México","Mex.",15,"Tezoyuca","15_100"
"México","Mex.",15,"Tianguistenco","15_101"
"México","Mex.",15,"Timilpan","15_102"
"México","Mex.",15,"Tlalmanalco","15_103"
"México","Mex.",15,"Tlalnepantla de Baz","15_104"
"México","Mex.",15,"Tlatlaya","15_105"
"México","Mex.",15,"Toluca","15_106"
"México","Mex.",15,"Tonatico","15_107"
"México","Mex.",15,"Tultepec","15_108"
"México","Mex.",15,"Tultitlán","15_109"
"México","Mex.",15,"Valle de Bravo","15_110"
"México","Mex.",15,"Villa de Allende","15_111"
"México","Mex.",15,"Villa del Carbón","15_112"
"México","Mex.",15,"Villa Guerrero","15_113"
"México","Mex.",15,"Villa Victoria","15_114"
"México","Mex.",15,"Xonacatlán","15_115"
"México","Mex.",15,"Zacazonapan","15_116"
"México","Mex.",15,"Zacualpan","15_117"
"México","Mex.",15,"Zinacantepec","15_118"
"México","Mex.",15,"Zumpahuacán","15_119"
"México","Mex.",15,"Zumpango","15_120"
"México","Mex.",15,"Cuautitlán Izcalli","15_121"
"México","Mex.",15,"Valle de Chalco Solidaridad","15_122"
"México","Mex.",15,"Luvianos","15_123"
"México","Mex.",15,"San José del Rincón","15_124"
"México","Mex.",15,"Tonanitla","15_125"
"Michoacán de Ocampo","Mich.",16,"Acuitzio","16_1"
"Michoacán de Ocampo","Mich.",16,"Aguililla","16_2"
"Michoacán de Ocampo","Mich.",16,"Álvaro Obregón","16_3"
"Michoacán de Ocampo","Mich.",16,"Angamacutiro","16_4"
"Michoacán de Ocampo","Mich.",16,"Angangueo","16_5"
"Michoacán de Ocampo","Mich.",16,"Apatzingán","16_6"
"Michoacán de Ocampo","Mich.",16,"Aporo","16_7"
"Michoacán de Ocampo","Mich.",16,"Aquila","16_8"
"Michoacán de Ocampo","Mich.",16,"Ario","16_9"
"Michoacán de Ocampo","Mich.",16,"Arteaga","16_10"
"Michoacán de Ocampo","Mich.",16,"Briseñas","16_11"
"Michoacán de Ocampo","Mich.",16,"Buenavista","16_12"
"Michoacán de Ocampo","Mich.",16,"Carácuaro","16_13"
"Michoacán de Ocampo","Mich.",16,"Coahuayana","16_14"
"Michoacán de Ocampo","Mich.",16,"Coalcomán de Vázquez Pallares","16_15"
"Michoacán de Ocampo","Mich.",16,"Coeneo","16_16"
"Michoacán de Ocampo","Mich.",16,"Contepec","16_17"
"Michoacán de Ocampo","Mich.",16,"Copándaro","16_18"
"Michoacán de Ocampo","Mich.",16,"Cotija","16_19"
"Michoacán de Ocampo","Mich.",16,"Cuitzeo","16_20"
"Michoacán de Ocampo","Mich.",16,"Charapan","16_21"
"Michoacán de Ocampo","Mich.",16,"Charo","16_22"
"Michoacán de Ocampo","Mich.",16,"Chavinda","16_23"
"Michoacán de Ocampo","Mich.",16,"Cherán","16_24"
"Michoacán de Ocampo","Mich.",16,"Chilchota","16_25"
"Michoacán de Ocampo","Mich.",16,"Chinicuila","16_26"
"Michoacán de Ocampo","Mich.",16,"Chucándiro","16_27"
"Michoacán de Ocampo","Mich.",16,"Churintzio","16_28"
"Michoacán de Ocampo","Mich.",16,"Churumuco","16_29"
"Michoacán de Ocampo","Mich.",16,"Ecuandureo","16_30"
"Michoacán de Ocampo","Mich.",16,"Epitacio Huerta","16_31"
"Michoacán de Ocampo","Mich.",16,"Erongarícuaro","16_32"
"Michoacán de Ocampo","Mich.",16,"Gabriel Zamora","16_33"
"Michoacán de Ocampo","Mich.",16,"Hidalgo","16_34"
"Michoacán de Ocampo","Mich.",16,"La Huacana","16_35"
"Michoacán de Ocampo","Mich.",16,"Huandacareo","16_36"
"Michoacán de Ocampo","Mich.",16,"Huaniqueo","16_37"
"Michoacán de Ocampo","Mich.",16,"Huetamo","16_38"
"Michoacán de Ocampo","Mich.",16,"Huiramba","16_39"
"Michoacán de Ocampo","Mich.",16,"Indaparapeo","16_40"
"Michoacán de Ocampo","Mich.",16,"Irimbo","16_41"
"Michoacán de Ocampo","Mich.",16,"Ixtlán","16_42"
"Michoacán de Ocampo","Mich.",16,"Jacona","16_43"
"Michoacán de Ocampo","Mich.",16,"Jiménez","16_44"
"Michoacán de Ocampo","Mich.",16,"Jiquilpan","16_45"
"Michoacán de Ocampo","Mich.",16,"Juárez","16_46"
"Michoacán de Ocampo","Mich.",16,"Jungapeo","16_47"
"Michoacán de Ocampo","Mich.",16,"Lagunillas","16_48"
"Michoacán de Ocampo","Mich.",16,"Madero","16_49"
"Michoacán de Ocampo","Mich.",16,"Maravatío","16_50"
"Michoacán de Ocampo","Mich.",16,"Marcos Castellanos","16_51"
"Michoacán de Ocampo","Mich.",16,"Lázaro Cárdenas","16_52"
"Michoacán de Ocampo","Mich.",16,"Morelia","16_53"
"Michoacán de Ocampo","Mich.",16,"Morelos","16_54"
"Michoacán de Ocampo","Mich.",16,"Múgica","16_55"
"Michoacán de Ocampo","Mich.",16,"Nahuatzen","16_56"
"Michoacán de Ocampo","Mich.",16,"Nocupétaro","16_57"
"Michoacán de Ocampo","Mich.",16,"Nuevo Parangaricutiro","16_58"
"Michoacán de Ocampo","Mich.",16,"Nuevo Urecho","16_59"
"Michoacán de Ocampo","Mich.",16,"Numarán","16_60"
"Michoacán de Ocampo","Mich.",16,"Ocampo","16_61"
"Michoacán de Ocampo","Mich.",16,"Pajacuarán","16_62"
"Michoacán de Ocampo","Mich.",16,"Panindícuaro","16_63"
"Michoacán de Ocampo","Mich.",16,"Parácuaro","16_64"
"Michoacán de Ocampo","Mich.",16,"Paracho","16_65"
"Michoacán de Ocampo","Mich.",16,"Pátzcuaro","16_66"
"Michoacán de Ocampo","Mich.",16,"Penjamillo","16_67"
"Michoacán de Ocampo","Mich.",16,"Peribán","16_68"
"Michoacán de Ocampo","Mich.",16,"La Piedad","16_69"
"Michoacán de Ocampo","Mich.",16,"Purépero","16_70"
"Michoacán de Ocampo","Mich.",16,"Puruándiro","16_71"
"Michoacán de Ocampo","Mich.",16,"Queréndaro","16_72"
"Michoacán de Ocampo","Mich.",16,"Quiroga","16_73"
"Michoacán de Ocampo","Mich.",16,"Cojumatlán de Régules","16_74"
"Michoacán de Ocampo","Mich.",16,"Los Reyes","16_75"
"Michoacán de Ocampo","Mich.",16,"Sahuayo","16_76"
"Michoacán de Ocampo","Mich.",16,"San Lucas","16_77"
"Michoacán de Ocampo","Mich.",16,"Santa Ana Maya","16_78"
"Michoacán de Ocampo","Mich.",16,"Salvador Escalante","16_79"
"Michoacán de Ocampo","Mich.",16,"Senguio","16_80"
"Michoacán de Ocampo","Mich.",16,"Susupuato","16_81"
"Michoacán de Ocampo","Mich.",16,"Tacámbaro","16_82"
"Michoacán de Ocampo","Mich.",16,"Tancítaro","16_83"
"Michoacán de Ocampo","Mich.",16,"Tangamandapio","16_84"
"Michoacán de Ocampo","Mich.",16,"Tangancícuaro","16_85"
"Michoacán de Ocampo","Mich.",16,"Tanhuato","16_86"
"Michoacán de Ocampo","Mich.",16,"Taretan","16_87"
"Michoacán de Ocampo","Mich.",16,"Tarímbaro","16_88"
"Michoacán de Ocampo","Mich.",16,"Tepalcatepec","16_89"
"Michoacán de Ocampo","Mich.",16,"Tingambato","16_90"
"Michoacán de Ocampo","Mich.",16,"Tingüindín","16_91"
"Michoacán de Ocampo","Mich.",16,"Tiquicheo de Nicolás Romero","16_92"
"Michoacán de Ocampo","Mich.",16,"Tlalpujahua","16_93"
"Michoacán de Ocampo","Mich.",16,"Tlazazalca","16_94"
"Michoacán de Ocampo","Mich.",16,"Tocumbo","16_95"
"Michoacán de Ocampo","Mich.",16,"Tumbiscatío","16_96"
"Michoacán de Ocampo","Mich.",16,"Turicato","16_97"
"Michoacán de Ocampo","Mich.",16,"Tuxpan","16_98"
"Michoacán de Ocampo","Mich.",16,"Tuzantla","16_99"
"Michoacán de Ocampo","Mich.",16,"Tzintzuntzan","16_100"
"Michoacán de Ocampo","Mich.",16,"Tzitzio","16_101"
"Michoacán de Ocampo","Mich.",16,"Uruapan","16_102"
"Michoacán de Ocampo","Mich.",16,"Venustiano Carranza","16_103"
"Michoacán de Ocampo","Mich.",16,"Villamar","16_104"
"Michoacán de Ocampo","Mich.",16,"Vista Hermosa","16_105"
"Michoacán de Ocampo","Mich.",16,"Yurécuaro","16_106"
"Michoacán de Ocampo","Mich.",16,"Zacapu","16_107"
"Michoacán de Ocampo","Mich.",16,"Zamora","16_108"
"Michoacán de Ocampo","Mich.",16,"Zináparo","16_109"
"Michoacán de Ocampo","Mich.",16,"Zinapécuaro","16_110"
"Michoacán de Ocampo","Mich.",16,"Ziracuaretiro","16_111"
"Michoacán de Ocampo","Mich.",16,"Zitácuaro","16_112"
"Michoacán de Ocampo","Mich.",16,"José Sixto Verduzco","16_113"
"Morelos","Mor.",17,"Amacuzac","17_1"
"Morelos","Mor.",17,"Atlatlahucan","17_2"
"Morelos","Mor.",17,"Axochiapan","17_3"
"Morelos","Mor.",17,"Ayala","17_4"
"Morelos","Mor.",17,"Coatlán del Río","17_5"
"Morelos","Mor.",17,"Cuautla","17_6"
"Morelos","Mor.",17,"Cuernavaca","17_7"
"Morelos","Mor.",17,"Emiliano Zapata","17_8"
"Morelos","Mor.",17,"Huitzilac","17_9"
"Morelos","Mor.",17,"Jantetelco","17_10"
"Morelos","Mor.",17,"Jiutepec","17_11"
"Morelos","Mor.",17,"Jojutla","17_12"
"Morelos","Mor.",17,"Jonacatepec de Leandro Valle","17_13"
"Morelos","Mor.",17,"Mazatepec","17_14"
"Morelos","Mor.",17,"Miacatlán","17_15"
"Morelos","Mor.",17,"Ocuituco","17_16"
"Morelos","Mor.",17,"Puente de Ixtla","17_17"
"Morelos","Mor.",17,"Temixco","17_18"
"Morelos","Mor.",17,"Tepalcingo","17_19"
"Morelos","Mor.",17,"Tepoztlán","17_20"
"Morelos","Mor.",17,"Tetecala","17_21"
"Morelos","Mor.",17,"Tetela del Volcán","17_22"
"Morelos","Mor.",17,"Tlalnepantla","17_23"
"Morelos","Mor.",17,"Tlaltizapán de Zapata","17_24"
"Morelos","Mor.",17,"Tlaquiltenango","17_25"
"Morelos","Mor.",17,"Tlayacapan","17_26"
"Morelos","Mor.",17,"Totolapan","17_27"
"Morelos","Mor.",17,"Xochitepec","17_28"
"Morelos","Mor.",17,"Yautepec","17_29"
"Morelos","Mor.",17,"Yecapixtla","17_30"
"Morelos","Mor.",17,"Zacatepec","17_31"
"Morelos","Mor.",17,"Zacualpan de Amilpas","17_32"
"Morelos","Mor.",17,"Temoac","17_33"
"Morelos","Mor.",17,"Coatetelco","17_34"
"Morelos","Mor.",17,"Xoxocotla","17_35"
"Morelos","Mor.",17,"Hueyapan","17_36"
"Nayarit","Nay.",18,"Acaponeta","18_1"
"Nayarit","Nay.",18,"Ahuacatlán","18_2"
"Nayarit","Nay.",18,"Amatlán de Cañas","18_3"
"Nayarit","Nay.",18,"Compostela","18_4"
"Nayarit","Nay.",18,"Huajicori","18_5"
"Nayarit","Nay.",18,"Ixtlán del Río","18_6"
"Nayarit","Nay.",18,"Jala","18_7"
"Nayarit","Nay.",18,"Xalisco","18_8"
"Nayarit","Nay.",18,"Del Nayar","18_9"
"Nayarit","Nay.",18,"Rosamorada","18_10"
"Nayarit","Nay.",18,"Ruíz","18_11"
"Nayarit","Nay.",18,"San Blas","18_12"
"Nayarit","Nay.",18,"San Pedro Lagunillas","18_13"
"Nayarit","Nay.",18,"Santa María del Oro","18_14"
"Nayarit","Nay.",18,"Santiago Ixcuintla","18_15"
"Nayarit","Nay.",18,"Tecuala","18_16"
"Nayarit","Nay.",18,"Tepic","18_17"
"Nayarit","Nay.",18,"Tuxpan","18_18"
"Nayarit","Nay.",18,"La Yesca","18_19"
"Nayarit","Nay.",18,"Bahía de Banderas","18_20"
"Nuevo León","NL",19,"Abasolo","19_1"
"Nuevo León","NL",19,"Agualeguas","19_2"
"Nuevo León","NL",19,"Los Aldamas","19_3"
"Nuevo León","NL",19,"Allende","19_4"
"Nuevo León","NL",19,"Anáhuac","19_5"
"Nuevo León","NL",19,"Apodaca","19_6"
"Nuevo León","NL",19,"Aramberri","19_7"
"Nuevo León","NL",19,"Bustamante","19_8"
"Nuevo León","NL",19,"Cadereyta Jiménez","19_9"
"Nuevo León","NL",19,"El Carmen","19_10"
"Nuevo León","NL",19,"Cerralvo","19_11"
"Nuevo León","NL",19,"Ciénega de Flores","19_12"
