"entidad","nom_abr","cve_ent","municipio","cve_mun"
"Nuevo León","NL",19,"China","19_13"
"Nuevo León","NL",19,"Doctor Arroyo","19_14"
"Nuevo León","NL",19,"Doctor Coss","19_15"
"Nuevo León","NL",19,"Doctor González","19_16"
"Nuevo León","NL",19,"Galeana","19_17"
"Nuevo León","NL",19,"García","19_18"
"Nuevo León","NL",19,"San Pedro Garza García","19_19"
"Nuevo León","NL",19,"General Bravo","19_20"
"Nuevo León","NL",19,"General Escobedo","19_21"
"Nuevo León","NL",19,"General Terán","19_22"
"Nuevo León","NL",19,"General Treviño","19_23"
"Nuevo León","NL",19,"General Zaragoza","19_24"
"Nuevo León","NL",19,"General Zuazua","19_25"
"Nuevo León","NL",19,"Guadalupe","19_26"
"Nuevo León","NL",19,"Los Herreras","19_27"
"Nuevo León","NL",19,"Higueras","19_28"
"Nuevo León","NL",19,"Hualahuises","19_29"
"Nuevo León","NL",19,"Iturbide","19_30"
"Nuevo León","NL",19,"Juárez","19_31"
"Nuevo León","NL",19,"Lampazos de Naranjo","19_32"
"Nuevo León","NL",19,"Linares","19_33"
"Nuevo León","NL",19,"Marín","19_34"
"Nuevo León","NL",19,"Melchor Ocampo","19_35"
"Nuevo León","NL",19,"Mier y Noriega","19_36"
"Nuevo León","NL",19,"Mina","19_37"
"Nuevo León","NL",19,"Montemorelos","19_38"
"Nuevo León","NL",19,"Monterrey","19_39"
"Nuevo León","NL",19,"Parás","19_40"
"Nuevo León","NL",19,"Pesquería","19_41"
"Nuevo León","NL",19,"Los Ramones","19_42"
"Nuevo León","NL",19,"Rayones","19_43"
"Nuevo León","NL",19,"Sabinas Hidalgo","19_44"
"Nuevo León","NL",19,"Salinas Victoria","19_45"
"Nuevo León","NL",19,"San Nicolás de los Garza","19_46"
"Nuevo León","NL",19,"Hidalgo","19_47"
"Nuevo León","NL",19,"Santa Catarina","19_48"
"Nuevo León","NL",19,"Santiago","19_49"
"Nuevo León","NL",19,"Vallecillo","19_50"
"Nuevo León","NL",19,"Villaldama","19_51"
"Oaxaca","Oax.",20,"Abejones","20_1"
"Oaxaca","Oax.",20,"Acatlán de Pérez Figueroa","20_2"
"Oaxaca","Oax.",20,"Asunción Cacalotepec","20_3"
"Oaxaca","Oax.",20,"Asunción Cuyotepeji","20_4"
"Oaxaca","Oax.",20,"Asunción Ixtaltepec","20_5"
"Oaxaca","Oax.",20,"Asunción Nochixtlán","20_6"
"Oaxaca","Oax.",20,"Asunción Ocotlán","20_7"
"Oaxaca","Oax.",20,"Asunción Tlacolulita","20_8"
"Oaxaca","Oax.",20,"Ayotzintepec","20_9"
"Oaxaca","Oax.",20,"El Barrio de la Soledad","20_10"
"Oaxaca","Oax.",20,"Calihualá","20_11"
"Oaxaca","Oax.",20,"Candelaria Loxicha","20_12"
"Oaxaca","Oax.",20,"Ciénega de Zimatlán","20_13"
"Oaxaca","Oax.",20,"Ciudad Ixtepec","20_14"
"Oaxaca","Oax.",20,"Coatecas Altas","20_15"
"Oaxaca","Oax.",20,"Coicoyán de las Flores","20_16"
"Oaxaca","Oax.",20,"La Compañía","20_17"
"Oaxaca","Oax.",20,"Concepción Buenavista","20_18"
"Oaxaca","Oax.",20,"Concepción Pápalo","20_19"
"Oaxaca","Oax.",20,"Constancia del Rosario","20_20"
"Oaxaca","Oax.",20,"Cosolapa","20_21"
"Oaxaca","Oax.",20,"Cosoltepec","20_22"
"Oaxaca","Oax.",20,"Cuilápam de Guerrero","20_23"
"Oaxaca","Oax.",20,"Cuyamecalco Villa de Zaragoza","20_24"
"Oaxaca","Oax.",20,"Chahuites","20_25"
"Oaxaca","Oax.",20,"Chalcatongo de Hidalgo","20_26"
"Oaxaca","Oax.",20,"Chiquihuitlán de Benito Juárez","20_27"
"Oaxaca","Oax.",20,"Heroica Ciudad de Ejutla de Crespo","20_28"
"Oaxaca","Oax.",20,"Eloxochitlán de Flores Magón","20_29"
"Oaxaca","Oax.",20,"El Espinal","20_30"
"Oaxaca","Oax.",20,"Tamazulápam del Espíritu Santo","20_31"
"Oaxaca","Oax.",20,"Fresnillo de Trujano","20_32"
"Oaxaca","Oax.",20,"Guadalupe Etla","20_33"
"Oaxaca","Oax.",20,"Guadalupe de Ramírez","20_34"
"Oaxaca","Oax.",20,"Guelatao de Juárez","20_35"
"Oaxaca","Oax.",20,"Guevea de Humboldt","20_36"
"Oaxaca","Oax.",20,"Mesones Hidalgo","20_37"
"Oaxaca","Oax.",20,"Villa Hidalgo","20_38"
"Oaxaca","Oax.",20,"Heroica Ciudad de Huajuapan de León","20_39"
"Oaxaca","Oax.",20,"Huautepec","20_40"
"Oaxaca","Oax.",20,"Huautla de Jiménez","20_41"
"Oaxaca","Oax.",20,"Ixtlán de Juárez","20_42"
"Oaxaca","Oax.",20,"Juchitán de Zaragoza","20_43"
"Oaxaca","Oax.",20,"Loma Bonita","20_44"
"Oaxaca","Oax.",20,"Magdalena Apasco","20_45"
"Oaxaca","Oax.",20,"Magdalena Jaltepec","20_46"
"Oaxaca","Oax.",20,"Santa Magdalena Jicotlán","20_47"
"Oaxaca","Oax.",20,"Magdalena Mixtepec","20_48"
"Oaxaca","Oax.",20,"Magdalena Ocotlán","20_49"
"Oaxaca","Oax.",20,"Magdalena Peñasco","20_50"
"Oaxaca","Oax.",20,"Magdalena Teitipac","20_51"
"Oaxaca","Oax.",20,"Magdalena Tequisistlán","20_52"
"Oaxaca","Oax.",20,"Magdalena Tlacotepec","20_53"
"Oaxaca","Oax.",20,"Magdalena Zahuatlán","20_54"
"Oaxaca","Oax.",20,"Mariscala de Juárez","20_55"
"Oaxaca","Oax.",20,"Mártires de Tacubaya","20_56"
"Oaxaca","Oax.",20,"Matías Romero Avendaño","20_57"
"Oaxaca","Oax.",20,"Mazatlán Villa de Flores","20_58"
"Oaxaca","Oax.",20,"Miahuatlán de Porfirio Díaz","20_59"
"Oaxaca","Oax.",20,"Mixistlán de la Reforma","20_60"
"Oaxaca","Oax.",20,"Monjas","20_61"
"Oaxaca","Oax.",20,"Natividad","20_62"
"Oaxaca","Oax.",20,"Nazareno Etla","20_63"
"Oaxaca","Oax.",20,"Nejapa de Madero","20_64"
"Oaxaca","Oax.",20,"Ixpantepec Nieves","20_65"
"Oaxaca","Oax.",20,"Santiago Niltepec","20_66"
"Oaxaca","Oax.",20,"Oaxaca de Juárez","20_67"
"Oaxaca","Oax.",20,"Ocotlán de Morelos","20_68"
"Oaxaca","Oax.",20,"La Pe","20_69"
"Oaxaca","Oax.",20,"Pinotepa de Don Luis","20_70"
"Oaxaca","Oax.",20,"Pluma Hidalgo","20_71"
"Oaxaca","Oax.",20,"San José del Progreso","20_72"
"Oaxaca","Oax.",20,"Putla Villa de Guerrero","20_73"
"Oaxaca","Oax.",20,"Santa Catarina Quioquitani","20_74"
"Oaxaca","Oax.",20,"Reforma de Pineda","20_75"
"Oaxaca","Oax.",20,"La Reforma","20_76"
"Oaxaca","Oax.",20,"Reyes Etla","20_77"
"Oaxaca","Oax.",20,"Rojas de Cuauhtémoc","20_78"
"Oaxaca","Oax.",20,"Salina Cruz","20_79"
"Oaxaca","Oax.",20,"San Agustín Amatengo","20_80"
"Oaxaca","Oax.",20,"San Agustín Atenango","20_81"
"Oaxaca","Oax.",20,"San Agustín Chayuco","20_82"
"Oaxaca","Oax.",20,"San Agustín de las Juntas","20_83"
"Oaxaca","Oax.",20,"San Agustín Etla","20_84"
"Oaxaca","Oax.",20,"San Agustín Loxicha","20_85"
"Oaxaca","Oax.",20,"San Agustín Tlacotepec","20_86"
"Oaxaca","Oax.",20,"San Agustín Yatareni","20_87"
"Oaxaca","Oax.",20,"San Andrés Cabecera Nueva","20_88"
"Oaxaca","Oax.",20,"San Andrés Dinicuiti","20_89"
"Oaxaca","Oax.",20,"San Andrés Huaxpaltepec","20_90"
"Oaxaca","Oax.",20,"San Andrés Huayápam","20_91"
"Oaxaca","Oax.",20,"San Andrés Ixtlahuaca","20_92"
"Oaxaca","Oax.",20,"San Andrés Lagunas","20_93"
"Oaxaca","Oax.",20,"San Andrés Nuxiño","20_94"
"Oaxaca","Oax.",20,"San Andrés Paxtlán","20_95"
"Oaxaca","Oax.",20,"San Andrés Sinaxtla","20_96"
"Oaxaca","Oax.",20,"San Andrés Solaga","20_97"
"Oaxaca","Oax.",20,"San Andrés Teotilálpam","20_98"
"Oaxaca","Oax.",20,"San Andrés Tepetlapa","20_99"
"Oaxaca","Oax.",20,"San Andrés Yaá","20_100"
"Oaxaca","Oax.",20,"San Andrés Zabache","20_101"
"Oaxaca","Oax.",20,"San Andrés Zautla","20_102"
"Oaxaca","Oax.",20,"San Antonino Castillo Velasco","20_103"
"Oaxaca","Oax.",20,"San Antonino el Alto","20_104"
"Oaxaca","Oax.",20,"San Antonino Monte Verde","20_105"
"Oaxaca","Oax.",20,"San Antonio Acutla","20_106"
"Oaxaca","Oax.",20,"San Antonio de la Cal","20_107"
"Oaxaca","Oax.",20,"San Antonio Huitepec","20_108"
"Oaxaca","Oax.",20,"San Antonio Nanahuatípam","20_109"
"Oaxaca","Oax.",20,"San Antonio Sinicahua","20_110"
"Oaxaca","Oax.",20,"San Antonio Tepetlapa","20_111"
"Oaxaca","Oax.",20,"San Baltazar Chichicápam","20_112"
"Oaxaca","Oax.",20,"San Baltazar Loxicha","20_113"
"Oaxaca","Oax.",20,"San Baltazar Yatzachi el Bajo","20_114"
"Oaxaca","Oax.",20,"San Bartolo Coyotepec","20_115"
"Oaxaca","Oax.",20,"San Bartolomé Ayautla","20_116"
"Oaxaca","Oax.",20,"San Bartolomé Loxicha","20_117"
"Oaxaca","Oax.",20,"San Bartolomé Quialana","20_118"
"Oaxaca","Oax.",20,"San Bartolomé Yucuañe","20_119"
"Oaxaca","Oax.",20,"San Bartolomé Zoogocho","20_120"
"Oaxaca","Oax.",20,"San Bartolo Soyaltepec","20_121"
"Oaxaca","Oax.",20,"San Bartolo Yautepec","20_122"
"Oaxaca","Oax.",20,"San Bernardo Mixtepec","20_123"
"Oaxaca","Oax.",20,"San Blas Atempa","20_124"
"Oaxaca","Oax.",20,"San Carlos Yautepec","20_125"
"Oaxaca","Oax.",20,"San Cristóbal Amatlán","20_126"
"Oaxaca","Oax.",20,"San Cristóbal Amoltepec","20_127"
"Oaxaca","Oax.",20,"San Cristóbal Lachirioag","20_128"
"Oaxaca","Oax.",20,"San Cristóbal Suchixtlahuaca","20_129"
"Oaxaca","Oax.",20,"San Dionisio del Mar","20_130"
"Oaxaca","Oax.",20,"San Dionisio Ocotepec","20_131"
"Oaxaca","Oax.",20,"San Dionisio Ocotlán","20_132"
"Oaxaca","Oax.",20,"San Esteban Atatlahuca","20_133"
"Oaxaca","Oax.",20,"San Felipe Jalapa de Díaz","20_134"
"Oaxaca","Oax.",20,"San Felipe Tejalápam","20_135"
"Oaxaca","Oax.",20,"San Felipe Usila","20_136"
"Oaxaca","Oax.",20,"San Francisco Cahuacuá","20_137"
"Oaxaca","Oax.",20,"San Francisco Cajonos","20_138"
"Oaxaca","Oax.",20,"San Francisco Chapulapa","20_139"
"Oaxaca","Oax.",20,"San Francisco Chindúa","20_140"
"Oaxaca","Oax.",20,"San Francisco del Mar","20_141"
"Oaxaca","Oax.",20,"San Francisco Huehuetlán","20_142"
"Oaxaca","Oax.",20,"San Francisco Ixhuatán","20_143"
"Oaxaca","Oax.",20,"San Francisco Jaltepetongo","20_144"
"Oaxaca","Oax.",20,"San Francisco Lachigoló","20_145"
"Oaxaca","Oax.",20,"San Francisco Logueche","20_146"
"Oaxaca","Oax.",20,"San Francisco Nuxaño","20_147"
"Oaxaca","Oax.",20,"San Francisco Ozolotepec","20_148"
"Oaxaca","Oax.",20,"San Francisco Sola","20_149"
"Oaxaca","Oax.",20,"San Francisco Telixtlahuaca","20_150"
"Oaxaca","Oax.",20,"San Francisco Teopan","20_151"
"Oaxaca","Oax.",20,"San Francisco Tlapancingo","20_152"
"Oaxaca","Oax.",20,"San Gabriel Mixtepec","20_153"
"Oaxaca","Oax.",20,"San Ildefonso Amatlán","20_154"
"Oaxaca","Oax.",20,"San Ildefonso Sola","20_155"
"Oaxaca","Oax.",20,"San Ildefonso Villa Alta","20_156"
"Oaxaca","Oax.",20,"San Jacinto Amilpas","20_157"
"Oaxaca","Oax.",20,"San Jacinto Tlacotepec","20_158"
"Oaxaca","Oax.",20,"San Jerónimo Coatlán","20_159"
"Oaxaca","Oax.",20,"San Jerónimo Silacayoapilla","20_160"
"Oaxaca","Oax.",20,"San Jerónimo Sosola","20_161"
"Oaxaca","Oax.",20,"San Jerónimo Taviche","20_162"
"Oaxaca","Oax.",20,"San Jerónimo Tecóatl","20_163"
"Oaxaca","Oax.",20,"San Jorge Nuchita","20_164"
"Oaxaca","Oax.",20,"San José Ayuquila","20_165"
"Oaxaca","Oax.",20,"San José Chiltepec","20_166"
"Oaxaca","Oax.",20,"San José del Peñasco","20_167"
"Oaxaca","Oax.",20,"San José Estancia Grande","20_168"
"Oaxaca","Oax.",20,"San José Independencia","20_169"
"Oaxaca","Oax.",20,"San José Lachiguiri","20_170"
"Oaxaca","Oax.",20,"San José Tenango","20_171"
"Oaxaca","Oax.",20,"San Juan Achiutla","20_172"
"Oaxaca","Oax.",20,"San Juan Atepec","20_173"
"Oaxaca","Oax.",20,"Ánimas Trujano","20_174"
"Oaxaca","Oax.",20,"San Juan Bautista Atatlahuca","20_175"
"Oaxaca","Oax.",20,"San Juan Bautista Coixtlahuaca","20_176"
"Oaxaca","Oax.",20,"San Juan Bautista Cuicatlán","20_177"
"Oaxaca","Oax.",20,"San Juan Bautista Guelache","20_178"
"Oaxaca","Oax.",20,"San Juan Bautista Jayacatlán","20_179"
"Oaxaca","Oax.",20,"San Juan Bautista Lo de Soto","20_180"
"Oaxaca","Oax.",20,"San Juan Bautista Suchitepec","20_181"
"Oaxaca","Oax.",20,"San Juan Bautista Tlacoatzintepec","20_182"
"Oaxaca","Oax.",20,"San Juan Bautista Tlachichilco","20_183"
"Oaxaca","Oax.",20,"San Juan Bautista Tuxtepec","20_184"
"Oaxaca","Oax.",20,"San Juan Cacahuatepec","20_185"
"Oaxaca","Oax.",20,"San Juan Cieneguilla","20_186"
"Oaxaca","Oax.",20,"San Juan Coatzóspam","20_187"
"Oaxaca","Oax.",20,"San Juan Colorado","20_188"
"Oaxaca","Oax.",20,"San Juan Comaltepec","20_189"
"Oaxaca","Oax.",20,"San Juan Cotzocón","20_190"
"Oaxaca","Oax.",20,"San Juan Chicomezúchil","20_191"
"Oaxaca","Oax.",20,"San Juan Chilateca","20_192"
"Oaxaca","Oax.",20,"San Juan del Estado","20_193"
"Oaxaca","Oax.",20,"San Juan del Río","20_194"
"Oaxaca","Oax.",20,"San Juan Diuxi","20_195"
"Oaxaca","Oax.",20,"San Juan Evangelista Analco","20_196"
"Oaxaca","Oax.",20,"San Juan Guelavía","20_197"
"Oaxaca","Oax.",20,"San Juan Guichicovi","20_198"
"Oaxaca","Oax.",20,"San Juan Ihualtepec","20_199"
"Oaxaca","Oax.",20,"San Juan Juquila Mixes","20_200"
"Oaxaca","Oax.",20,"San Juan Juquila Vijanos","20_201"
"Oaxaca","Oax.",20,"San Juan Lachao","20_202"
"Oaxaca","Oax.",20,"San Juan Lachigalla","20_203"
"Oaxaca","Oax.",20,"San Juan Lajarcia","20_204"
"Oaxaca","Oax.",20,"San Juan Lalana","20_205"
"Oaxaca","Oax.",20,"San Juan de los Cués","20_206"
"Oaxaca","Oax.",20,"San Juan Mazatlán","20_207"
"Oaxaca","Oax.",20,"San Juan Mixtepec","20_208"
"Oaxaca","Oax.",20,"San Juan Mixtepec","20_209"
"Oaxaca","Oax.",20,"San Juan Ñumí","20_210"
"Oaxaca","Oax.",20,"San Juan Ozolotepec","20_211"
"Oaxaca","Oax.",20,"San Juan Petlapa","20_212"
"Oaxaca","Oax.",20,"San Juan Quiahije","20_213"
"Oaxaca","Oax.",20,"San Juan Quiotepec","20_214"
"Oaxaca","Oax.",20,"San Juan Sayultepec","20_215"
"Oaxaca","Oax.",20,"San Juan Tabaá","20_216"
"Oaxaca","Oax.",20,"San Juan Tamazola","20_217"
"Oaxaca","Oax.",20,"San Juan Teita","20_218"
"Oaxaca","Oax.",20,"San Juan Teitipac","20_219"
"Oaxaca","Oax.",20,"San Juan Tepeuxila","20_220"
"Oaxaca","Oax.",20,"San Juan Teposcolula","20_221"
"Oaxaca","Oax.",20,"San Juan Yaeé","20_222"
"Oaxaca","Oax.",20,"San Juan Yatzona","20_223"
"Oaxaca","Oax.",20,"San Juan Yucuita","20_224"
"Oaxaca","Oax.",20,"San Lorenzo","20_225"
"Oaxaca","Oax.",20,"San Lorenzo Albarradas","20_226"
"Oaxaca","Oax.",20,"San Lorenzo Cacaotepec","20_227"
"Oaxaca","Oax.",20,"San Lorenzo Cuaunecuiltitla","20_228"
"Oaxaca","Oax.",20,"San Lorenzo Texmelúcan","20_229"
"Oaxaca","Oax.",20,"San Lorenzo Victoria","20_230"
"Oaxaca","Oax.",20,"San Lucas Camotlán","20_231"
"Oaxaca","Oax.",20,"San Lucas Ojitlán","20_232"
"Oaxaca","Oax.",20,"San Lucas Quiaviní","20_233"
"Oaxaca","Oax.",20,"San Lucas Zoquiápam","20_234"
"Oaxaca","Oax.",20,"San Luis Amatlán","20_235"
"Oaxaca","Oax.",20,"San Marcial Ozolotepec","20_236"
"Oaxaca","Oax.",20,"San Marcos Arteaga","20_237"
"Oaxaca","Oax.",20,"San Martín de los Cansecos","20_238"
"Oaxaca","Oax.",20,"San Martín Huamelúlpam","20_239"
"Oaxaca","Oax.",20,"San Martín Itunyoso","20_240"
"Oaxaca","Oax.",20,"San Martín Lachilá","20_241"
"Oaxaca","Oax.",20,"San Martín Peras","20_242"
"Oaxaca","Oax.",20,"San Martín Tilcajete","20_243"
"Oaxaca","Oax.",20,"San Martín Toxpalan","20_244"
"Oaxaca","Oax.",20,"San Martín Zacatepec","20_245"
"Oaxaca","Oax.",20,"San Mateo Cajonos","20_246"
"Oaxaca","Oax.",20,"Capulálpam de Méndez","20_247"
"Oaxaca","Oax.",20,"San Mateo del Mar","20_248"
"Oaxaca","Oax.",20,"San Mateo Yoloxochitlán","20_249"
"Oaxaca","Oax.",20,"San Mateo Etlatongo","20_250"
"Oaxaca","Oax.",20,"San Mateo Nejápam","20_251"
"Oaxaca","Oax.",20,"San Mateo Peñasco","20_252"
"Oaxaca","Oax.",20,"San Mateo Piñas","20_253"
"Oaxaca","Oax.",20,"San Mateo Río Hondo","20_254"
"Oaxaca","Oax.",20,"San Mateo Sindihui","20_255"
"Oaxaca","Oax.",20,"San Mateo Tlapiltepec","20_256"
"Oaxaca","Oax.",20,"San Melchor Betaza","20_257"
"Oaxaca","Oax.",20,"San Miguel Achiutla","20_258"
"Oaxaca","Oax.",20,"San Miguel Ahuehuetitlán","20_259"
"Oaxaca","Oax.",20,"San Miguel Aloápam","20_260"
"Oaxaca","Oax.",20,"San Miguel Amatitlán","20_261"
"Oaxaca","Oax.",20,"San Miguel Amatlán","20_262"
"Oaxaca","Oax.",20,"San Miguel Coatlán","20_263"
"Oaxaca","Oax.",20,"San Miguel Chicahua","20_264"
"Oaxaca","Oax.",20,"San Miguel Chimalapa","20_265"
"Oaxaca","Oax.",20,"San Miguel del Puerto","20_266"
"Oaxaca","Oax.",20,"San Miguel del Río","20_267"
"Oaxaca","Oax.",20,"San Miguel Ejutla","20_268"
"Oaxaca","Oax.",20,"San Miguel el Grande","20_269"
"Oaxaca","Oax.",20,"San Miguel Huautla","20_270"
"Oaxaca","Oax.",20,"San Miguel Mixtepec","20_271"
"Oaxaca","Oax.",20,"San Miguel Panixtlahuaca","20_272"
"Oaxaca","Oax.",20,"San Miguel Peras","20_273"
"Oaxaca","Oax.",20,"San Miguel Piedras","20_274"
"Oaxaca","Oax.",20,"San Miguel Quetzaltepec","20_275"
"Oaxaca","Oax.",20,"San Miguel Santa Flor","20_276"
"Oaxaca","Oax.",20,"Villa Sola de Vega","20_277"
"Oaxaca","Oax.",20,"San Miguel Soyaltepec","20_278"
"Oaxaca","Oax.",20,"San Miguel Suchixtepec","20_279"
"Oaxaca","Oax.",20,"Villa Talea de Castro","20_280"
"Oaxaca","Oax.",20,"San Miguel Tecomatlán","20_281"
"Oaxaca","Oax.",20,"San Miguel Tenango","20_282"
"Oaxaca","Oax.",20,"San Miguel Tequixtepec","20_283"
"Oaxaca","Oax.",20,"San Miguel Tilquiápam","20_284"
"Oaxaca","Oax.",20,"San Miguel Tlacamama","20_285"
"Oaxaca","Oax.",20,"San Miguel Tlacotepec","20_286"
"Oaxaca","Oax.",20,"San Miguel Tulancingo","20_287"
"Oaxaca","Oax.",20,"San Miguel Yotao","20_288"
"Oaxaca","Oax.",20,"San Nicolás","20_289"
"Oaxaca","Oax.",20,"San Nicolás Hidalgo","20_290"
"Oaxaca","Oax.",20,"San Pablo Coatlán","20_291"
"Oaxaca","Oax.",20,"San Pablo Cuatro Venados","20_292"
"Oaxaca","Oax.",20,"San Pablo Etla","20_293"
"Oaxaca","Oax.",20,"San Pablo Huitzo","20_294"
"Oaxaca","Oax.",20,"San Pablo Huixtepec","20_295"
"Oaxaca","Oax.",20,"San Pablo Macuiltianguis","20_296"
"Oaxaca","Oax.",20,"San Pablo Tijaltepec","20_297"
"Oaxaca","Oax.",20,"San Pablo Villa de Mitla","20_298"
"Oaxaca","Oax.",20,"San Pablo Yaganiza","20_299"
"Oaxaca","Oax.",20,"San Pedro Amuzgos","20_300"
"Oaxaca","Oax.",20,"San Pedro Apóstol","20_301"
"Oaxaca","Oax.",20,"San Pedro Atoyac","20_302"
"Oaxaca","Oax.",20,"San Pedro Cajonos","20_303"
"Oaxaca","Oax.",20,"San Pedro Coxcaltepec Cántaros","20_304"
"Oaxaca","Oax.",20,"San Pedro Comitancillo","20_305"
"Oaxaca","Oax.",20,"San Pedro el Alto","20_306"
"Oaxaca","Oax.",20,"San Pedro Huamelula","20_307"
"Oaxaca","Oax.",20,"San Pedro Huilotepec","20_308"
"Oaxaca","Oax.",20,"San Pedro Ixcatlán","20_309"
"Oaxaca","Oax.",20,"San Pedro Ixtlahuaca","20_310"
"Oaxaca","Oax.",20,"San Pedro Jaltepetongo","20_311"
"Oaxaca","Oax.",20,"San Pedro Jicayán","20_312"
"Oaxaca","Oax.",20,"San Pedro Jocotipac","20_313"
"Oaxaca","Oax.",20,"San Pedro Juchatengo","20_314"
"Oaxaca","Oax.",20,"San Pedro Mártir","20_315"
"Oaxaca","Oax.",20,"San Pedro Mártir Quiechapa","20_316"
"Oaxaca","Oax.",20,"San Pedro Mártir Yucuxaco","20_317"
"Oaxaca","Oax.",20,"San Pedro Mixtepec","20_318"
"Oaxaca","Oax.",20,"San Pedro Mixtepec","20_319"
"Oaxaca","Oax.",20,"San Pedro Molinos","20_320"
"Oaxaca","Oax.",20,"San Pedro Nopala","20_321"
"Oaxaca","Oax.",20,"San Pedro Ocopetatillo","20_322"
"Oaxaca","Oax.",20,"San Pedro Ocotepec","20_323"
"Oaxaca","Oax.",20,"San Pedro Pochutla","20_324"
"Oaxaca","Oax.",20,"San Pedro Quiatoni","20_325"
"Oaxaca","Oax.",20,"San Pedro Sochiápam","20_326"
"Oaxaca","Oax.",20,"San Pedro Tapanatepec","20_327"
"Oaxaca","Oax.",20,"San Pedro Taviche","20_328"
"Oaxaca","Oax.",20,"San Pedro Teozacoalco","20_329"
"Oaxaca","Oax.",20,"San Pedro Teutila","20_330"
"Oaxaca","Oax.",20,"San Pedro Tidaá","20_331"
"Oaxaca","Oax.",20,"San Pedro Topiltepec","20_332"
"Oaxaca","Oax.",20,"San Pedro Totolápam","20_333"
"Oaxaca","Oax.",20,"Villa de Tututepec","20_334"
"Oaxaca","Oax.",20,"San Pedro Yaneri","20_335"
"Oaxaca","Oax.",20,"San Pedro Yólox","20_336"
"Oaxaca","Oax.",20,"San Pedro y San Pablo Ayutla","20_337"
"Oaxaca","Oax.",20,"Villa de Etla","20_338"
"Oaxaca","Oax.",20,"San Pedro y San Pablo Teposcolula","20_339"
"Oaxaca","Oax.",20,"San Pedro y San Pablo Tequixtepec","20_340"
"Oaxaca","Oax.",20,"San Pedro Yucunama","20_341"
"Oaxaca","Oax.",20,"San Raymundo Jalpan","20_342"
"Oaxaca","Oax.",20,"San Sebastián Abasolo","20_343"
"Oaxaca","Oax.",20,"San Sebastián Coatlán","20_344"
"Oaxaca","Oax.",20,"San Sebastián Ixcapa","20_345"
"Oaxaca","Oax.",20,"San Sebastián Nicananduta","20_346"
"Oaxaca","Oax.",20,"San Sebastián Río Hondo","20_347"
"Oaxaca","Oax.",20,"San Sebastián Tecomaxtlahuaca","20_348"
"Oaxaca","Oax.",20,"San Sebastián Teitipac","20_349"
"Oaxaca","Oax.",20,"San Sebastián Tutla","20_350"
"Oaxaca","Oax.",20,"San Simón Almolongas","20_351"
"Oaxaca","Oax.",20,"San Simón Zahuatlán","20_352"
"Oaxaca","Oax.",20,"Santa Ana","20_353"
"Oaxaca","Oax.",20,"Santa Ana Ateixtlahuaca","20_354"
"Oaxaca","Oax.",20,"Santa Ana Cuauhtémoc","20_355"
"Oaxaca","Oax.",20,"Santa Ana del Valle","20_356"
"Oaxaca","Oax.",20,"Santa Ana Tavela","20_357"
"Oaxaca","Oax.",20,"Santa Ana Tlapacoyan","20_358"
"Oaxaca","Oax.",20,"Santa Ana Yareni","20_359"
"Oaxaca","Oax.",20,"Santa Ana Zegache","20_360"
"Oaxaca","Oax.",20,"Santa Catalina Quierí","20_361"
"Oaxaca","Oax.",20,"Santa Catarina Cuixtla","20_362"
"Oaxaca","Oax.",20,"Santa Catarina Ixtepeji","20_363"
"Oaxaca","Oax.",20,"Santa Catarina Juquila","20_364"
"Oaxaca","Oax.",20,"Santa Catarina Lachatao","20_365"
"Oaxaca","Oax.",20,"Santa Catarina Loxicha","20_366"
"Oaxaca","Oax.",20,"Santa Catarina Mechoacán","20_367"
"Oaxaca","Oax.",20,"Santa Catarina Minas","20_368"
"Oaxaca","Oax.",20,"Santa Catarina Quiané","20_369"
"Oaxaca","Oax.",20,"Santa Catarina Tayata","20_370"
"Oaxaca","Oax.",20,"Santa Catarina Ticuá","20_371"
"Oaxaca","Oax.",20,"Santa Catarina Yosonotú","20_372"
"Oaxaca","Oax.",20,"Santa Catarina Zapoquila","20_373"
"Oaxaca","Oax.",20,"Santa Cruz Acatepec","20_374"
"Oaxaca","Oax.",20,"Santa Cruz Amilpas","20_375"
"Oaxaca","Oax.",20,"Santa Cruz de Bravo","20_376"
"Oaxaca","Oax.",20,"Santa Cruz Itundujia","20_377"
"Oaxaca","Oax.",20,"Santa Cruz Mixtepec","20_378"
"Oaxaca","Oax.",20,"Santa Cruz Nundaco","20_379"
"Oaxaca","Oax.",20,"Santa Cruz Papalutla","20_380"
"Oaxaca","Oax.",20,"Santa Cruz Tacache de Mina","20_381"
"Oaxaca","Oax.",20,"Santa Cruz Tacahua","20_382"
"Oaxaca","Oax.",20,"Santa Cruz Tayata","20_383"
"Oaxaca","Oax.",20,"Santa Cruz Xitla","20_384"
"Oaxaca","Oax.",20,"Santa Cruz Xoxocotlán","20_385"
"Oaxaca","Oax.",20,"Santa Cruz Zenzontepec","20_386"
"Oaxaca","Oax.",20,"Santa Gertrudis","20_387"
"Oaxaca","Oax.",20,"Santa Inés del Monte","20_388"
"Oaxaca","Oax.",20,"Santa Inés Yatzeche","20_389"
"Oaxaca","Oax.",20,"Santa Lucía del Camino","20_390"
"Oaxaca","Oax.",20,"Santa Lucía Miahuatlán","20_391"
"Oaxaca","Oax.",20,"Santa Lucía Monteverde","20_392"
"Oaxaca","Oax.",20,"Santa Lucía Ocotlán","20_393"
